S000311|409809||Tristram||Shaw|1786-05-23|M|
S000359|409855||Benjamin|Glover|Shields||M|
S000427|409921||William||Simonton|1788-02-12|M|
S000475|409964||William||Slade|1786-05-09|M|
S000667|410140||John||Snyder|1793-01-29|M|
S000750|410218||James|Cresap|Sprigg||M|
S000945|410404||Samuel||Stokely|1796-01-25|M|
S000993|410451||Charles|Creighton|Stratton|1796-03-06|M|
S001030|410486||Alexander|Hugh Holmes|Stuart|1807-04-02|M|
S001074|410528||Thomas|De Lage|Sumter|1809-11-14|M|
S001105|410557||George||Sweeny|1796-02-22|M|
T000027|410616||John||Taliaferro||M|
T000272|410845||Joseph|Leonard|Tillinghast||M|
T000296|410869||George|Washington|Toland|1796-02-08|M|
T000301|410874||Thomas|Ash|Tomlinson||M|
T000378|410947||Philip||Triplett|1799-12-24|M|
T000381|410950||Samuel|Wilds|Trotti|1810-07-18|M|
T000391|410960||Joseph||Trumbull|1782-12-07|M|
V000015|411073||John||Van Buren|1799-05-13|M|
V000052|411094||Henry|Bell|Van Rensselaer|1810-05-14|M|
W000067|411246||Robert|John|Walker|1801-07-19|M|
W000076|411255||David||Wallace|1799-04-24|M|
W000125|411300||Aaron||Ward|1790-07-05|M|
W000167|411340||Lott||Warren|1797-10-30|M|
W000182|411355||William|Henry|Washington|1813-02-07|M|
W000208|411378||Harvey|Magee|Watterson|1811-11-23|M|
W000306|411470||John||Westbrook|1789-01-09|M|
W000365|411527||Edward|Douglass|White||M|
W000382|412117||Joseph|Livingston|White||M|
W000509|411666||James|Wray|Williams|1792-10-08|M|
W000524|411681||Joseph|Lanier|Williams|1810-10-23|M|
W000527|411684||Lewis||Williams|1782-02-01|M|
W000543|411699||Thomas|Wheeler|Williams|1789-09-28|M|
W000709|411861||William||Woodbridge|1780-08-20|M|
W000711|411863||Levi||Woodbury|1789-12-22|M|
Y000023|411957||Thomas|Jones|Yorke|1801-03-25|M|
Y000029|411963||Augustus||Young|1784-03-20|M|
Y000042|411974||John||Young|1802-06-12|M|
C000851|402967||Samuel|Chandler|Crafts|1768-10-06|M|
M000426|407426||George||McDuffie|1790-08-10|M|
S000746|410214||William||Sprague|1799-11-03|M|
W000458|411615||Leonard||Wilcox|1799-01-29|M|
A000150|400804||William||Allen|1803-12-27|M|
A000302|400944||Archibald|Hunter|Arrington|1809-11-13|M|
A000308|400952||John|Baptista|Ashe||M|
B000030|401035||Arthur|Pendleton|Bagby||M|
B000071|401075||Osmyn||Baker|1800-05-18|M|
B000152|401154||Daniel|Dewey|Barnard|1797-07-16|M|
B000281|401275||Samuel||Beardsley|1790-02-06|M|
B000354|401346||James|Edwin|Belser|1805-12-22|M|
B000445|401430||Benjamin|Alden|Bidlack|1804-09-08|M|
B000494|401474||Edward|Junius|Black|1806-10-30|M|
B000516|412134||Julius|W.|Blackwell||M|
B000651|401615||Pierre|Jean Baptiste Evariste|Bossier|1797-03-22|M|
B000687|401649||Gustavus|Miller|Bower|1790-12-12|M|
B000793|401750||Sidney||Breese|1800-07-15|M|
B000797|401754||Francis||Brengle|1807-11-26|M|
B000837|401794||Henry|Roelif|Brinkerhoff|1787-09-23|M|
B000899|401856||Aaron|Venable|Brown|1795-08-15|M|
B000925|401880||Jeremiah||Brown|1785-04-14|M|
B001088|402034||Edmund||Burke|1809-01-23|M|
B001114|402059||Barker||Burnell|1798-01-30|M|
C000090|412024||John||Campbell||M|
C000169|402317||Levi|D.|Carpenter|1802-08-21|M|
C000215|402361||Jeremiah|Eaton|Cary|1803-04-30|M|
C000217|402363||Shepard||Cary|1805-07-03|M|
C000251|402395||George|Smith|Catlin|1808-08-24|M|
C000258|402402||John|M. S.|Causin||M|
C000319|402461||Absalom|Harris|Chappell|1801-12-18|M|
C000358|402497||Samuel||Chilton|1804-09-07|M|
C000520|402655||Duncan|Lamont|Clinch|1787-04-06|M|
C000528|402662||James|Graham|Clinton|1804-01-02|M|
C000625|402754||Walter||Coles|1790-12-08|M|
C000648|402776||Walter|Terry|Colquitt|1799-12-27|M|
C000759|402879||Mark|Anthony|Cooper|1800-04-20|M|
C000930|403042||Edward||Cross|1798-11-11|M|
D000020|403161||Amasa||Dana|1792-10-19|M|
D000128|403263||Richard|David|Davis||M|
D000171|403333||Ezra||Dean|1795-04-09|M|
D000221|403363||James||Dellet|1788-02-18|M|
D000318|403438||David|W.|Dickinson|1808-06-10|M|
D000528|403637||Alexander||Duncan||M|
E000131|403822||Chesselden||Ellis||M|
E000156|403847||Lucius|Quintius Cincinnatus|Elmer|1793-02-03|M|
F000017|403979||Isaac|Gray|Farlee|1787-05-18|M|
F000213|404168||Elias||Florence|1797-02-15|M|
F000302|404251||Ephraim|Hubbard|Foster|1794-09-17|M|
F000383|404328||Henry||Frick|1795-03-17|M|
F000409|404350||George||Fuller|1802-11-07|M|
G000218|404580||Thomas|Walker|Gilmer|1802-04-06|M|
G000406|404756||Byram||Green|1786-04-15|M|
G000423|412044||Willis||Green||M|
H000120|405002||Edward|Stowe|Hamlin|1808-07-06|M|
H000125|405007||William|Henry|Hammett|1799-03-25|M|
H000167|405049||Edward|Allen|Hannegan|1807-06-25|M|
H000185|405066||John|J.|Hardin|1810-01-06|M|
H000406|405273||Samuel||Hays|1783-09-10|M|
H000411|405278||William|Henry|Haywood|1801-10-23|M|
H000539|405401||Joshua||Herrick|1793-03-18|M|
H000895|405741||William|Spring|Hubbell|1801-01-17|M|
H000917|405762||Daniel|Elliott|Huger|1779-06-28|M|
H000927|405772||James|Madison|Hughes|1809-04-07|M|
I000033|405891||James||Irvin|1800-02-18|M|
J000059|405964||Spencer||Jarnagin||M|
J000092|405994||Michael|Hutchinson|Jenks|1795-05-21|M|
J000122|406022||Cave||Johnson|1793-01-11|M|
J000167|406064||Perley|Brown|Johnson|1798-09-08|M|
J000240|406133||John|Winston|Jones|1791-11-22|M|
K000109|406276||John|Pendleton|Kennedy|1795-10-25|M|
K000236|406395||Littleton||Kirkpatrick|1797-10-19|M|
L000001|406511||Alcée|Louis|La Branche||M|
L000029|406539||John|Basil|Lamar|1812-11-05|M|
L000248|406751||Moses|Gage|Leonard|1809-07-10|M|
L000494|406981||William||Lucas|1800-11-30|M|
L000544|407028||Lucius||Lyon|1800-02-26|M|
M000237|407255||James||Mathews|1805-06-04|M|
M000323|407333||William|Cochran|McCauslen||M|
M000713|407696||John||Millen||M|
M000899|407871||Heman|Allen|Moore|1809-08-27|M|
N000080|408167||Willoughby||Newton|1802-12-02|M|
N000108|408192||John|Milton|Niles|1787-08-20|M|
P000076|408486||William||Parmenter|1789-03-30|M|
P000129|412172||Thomas|J.|Patterson|1805-04-10|M|
P000462|408850||Elisha|Reynolds|Potter|1811-06-20|M|
P000507|408892||Zadock||Pratt|1790-10-30|M|
P000515|408900||Jacob|Alexander|Preston|1796-03-12|M|
P000571|408954||Smith|Meade|Purdy|1796-07-31|M|
R000087|409067||Kenneth||Rayner|1808-06-20|M|
R000090|409070||Almon|Heath|Read|1790-06-12|M|
R000106|409085||John|Randall|Reding|1805-10-18|M|
R000110|409090||Charles|Manning|Reed|1803-04-03|M|
R000351|409322||Orville||Robinson|1801-10-28|M|
R000379|409349||George|Brydges|Rodney|1803-04-02|M|
R000390|409358||Charles||Rogers|1800-04-30|M|
R000528|409486||Jeremiah||Russell|1786-01-26|M|
S000024|409543||Samuel|Caldwell|Sample|1796-08-15|M|
S000078|409590||Romulus|Mitchell|Saunders|1791-03-03|M|
S000239|409743||James||Semple|1798-01-05|M|
S000245|409748||William|Tandy|Senter|1801-05-12|M|
S000256|409757||Ambrose|Hundley|Sevier|1801-11-04|M|
S000271|409772||Thomas|Hart|Seymour|1807-09-29|M|
S000425|409919||Samuel||Simons||M|
S000576|412101||John|T.|Smith||M|
S000720|410189||Thomas|Ara|Spence|1810-02-20|M|
S000843|410307||Lewis||Steenrod|1810-05-27|M|
S000874|410336||Lemuel||Stetson|1804-03-13|M|
S000913|410373||John||Stewart|1795-02-10|M|
S000925|410385||William|Henry|Stiles|1808-01-01|M|
S000952|410411||Alfred|Parish|Stone|1813-06-28|M|
S001016|410473||Selah|Brewster|Strong|1792-05-01|M|
S001066|410520||George|William|Summers|1804-03-04|M|
T000404|410973||Tilghman|Mayfield|Tucker|1802-02-05|M|
T000447|411015||Asher||Tyler|1798-05-10|M|
V000048|411127||John|Inskeep|Vanmeter||M|
W000311|411475||John||Wethered|1809-05-08|M|
W000357|411519||Benjamin||White|1790-05-13|M|
W000380|411541||John||White|1802-02-14|M|
W000475|411632||William||Wilkins|1779-12-20|M|
W000503|411660||Henry||Williams|1805-11-30|M|
W000649|411803||Henry|Alexander|Wise|1806-12-03|M|
W000770|411919||Silas||Wright|1795-05-24|M|
D000317|403437||Daniel|Stevens|Dickinson|1800-09-11|M|
F000304|404253||Henry|Allen|Foster|1800-05-07|M|
F000336|404285||John|Brown|Francis|1791-05-31|M|
J000137|406036||Henry||Johnson|1783-09-14|M|
P000409|408802||James|Knox|Polk|1795-11-02|M|
A000198|400853||Joseph|Halstead|Anderson|1800-08-25|M|
A000291|400933||Lemuel|Hastings|Arnold|1792-01-29|M|
B000343|401335||Joshua|Fry|Bell|1811-11-26|M|
B000394|401385||Charles|Swan|Benton|1810-07-12|M|
B000500|401480||James||Black|1793-03-06|M|
B000838|401795||Jacob||Brinkerhoff|1810-08-31|M|
B000852|401809||William|Henry|Brockenbrough|1812-02-23|M|
B000938|401892||Milton||Brown|1804-02-28|M|
B001041|401990||Joseph||Buffington|1803-11-27|M|
C000093|402248||John|Hull|Campbell|1800-10-10|M|
C000105|402258||William|W.|Campbell|1806-06-10|M|
C000186|402333||Charles|Holker|Carroll|1794-05-04|M|
C000273|402416||Joseph|Williams|Chalmers||M|
C000308|402450||Augustus|Alexandria|Chapman|1803-03-09|M|
C000316|402458||Reuben||Chapman|1799-07-15|M|
C000368|402507||John|Smith|Chipman|1800-08-10|M|
C000434|402572||Henry|Selby|Clark|1809-09-09|M|
C000632|402761||John|Francis|Collin|1802-04-30|M|
C000708|402832||Albert||Constable|1805-06-03|M|
C000803|402922||James|La Fayette|Cottrell|1808-08-25|M|
C000878|402991||Henry|Young|Cranston|1789-10-09|M|
C000972|403083||Alvan||Cullom|1797-09-04|M|
C000978|403089||Erastus|Dean|Culver|1803-03-15|M|
C000990|403098||Francis|Alanson|Cunningham|1804-11-09|M|
D000052|403191||Edmund|Strother|Dargan|1805-04-15|M|
D000061|403200||Cornelius||Darragh||M|
D000120|403255||John|Wesley|Davis|1799-04-16|M|
D000152|403285||John|Bennett|Dawson|1798-03-17|M|
D000166|403298||William|Lewis|Dayton|1807-02-17|M|
D000223|403315||John||De Mott|1790-10-07|M|
D000346|403464||Paul||Dillingham|1799-08-10|M|
D000365|403482||John|Adams|Dix|1798-07-24|M|
D000381|403497||James|Cochrane|Dobbin|1814-01-17|M|
D000543|403651||Robert|Pinckney|Dunlap|1794-08-17|M|
E000116|403807||Henry|Thomas|Ellett|1812-03-08|M|
E000149|403840||Samuel|Stewart|Ellsworth|1790-10-13|M|
E000200|403887||Jacob||Erdman|1801-02-22|M|
E000276|403955||Edwin|Hickman|Ewing|1809-12-02|M|
E000278|403957||John|Hoge|Ewing|1796-10-05|M|
F000006|403969||John||Fairfield|1797-01-30|M|
G000089|404461||William|Swan|Garvin|1806-07-25|M|
G000184|404549||William|Fell|Giles|1807-04-08|M|
G000315|404673||Samuel||Gordon|1802-04-28|M|
G000355|404710||James||Graham|1793-01-07|M|
G000424|404771||Albert|Collins|Greene|1792-04-15|M|
G000506|404851||Martin||Grover|1811-10-20|M|
H000330|405200||Serranus|Clinton|Hastings|1813-11-22|M|
H000507|405371||John||Henry|1800-11-01|M|
H000541|405403||Richard|Platt|Herrick|1791-03-23|M|
H000697|405550||Joseph|Pendleton|Hoge|1810-12-15|M|
H000812|405660||William|Jervis|Hough|1795-03-20|M|
H000876|405722||Edmund|Wilcox|Hubard|1806-02-20|M|
H000968|405812||Orville||Hungerford|1790-10-29|M|
H000971|405815||James|Bennett|Hunt|1799-08-13|M|
H000997|405837||Jabez|Williams|Huntington|1788-11-08|M|
J000094|405996||Benning|Wentworth|Jenness|1806-07-14|M|
J000155|406053||Joseph||Johnson|1785-12-19|M|
J000252|406145||Seaborn||Jones|1788-02-01|M|
K000102|406270||Andrew||Kennedy|1810-07-24|M|
L000136|406641||John|Watson|Lawrence||M|
L000230|412062||Owen|D.|Leib||M|
L000270|412063||Abner||Lewis|1801-08-17|M|
L000414|406905||Edward|Henry Carroll|Long|1808-09-28|M|
M000168|407190||Barclay||Martin|1802-12-17|M|
M000189|407210||John|Preston|Martin|1811-10-11|M|
M000196|407216||Morgan|Lewis|Martin|1805-03-31|M|
M000325|407335||Moses||McClean|1804-06-17|M|
M000356|407361||Felix|Grundy|McConnell|1809-04-01|M|
M000380|407383||John|Dennis|McCrate|1802-10-01|M|
M000400|407401||William||McDaniel||M|
M000425|407425||Joseph|Jefferson|McDowell|1800-11-13|M|
M000471|407470||John|Hardin|McHenry|1797-10-13|M|
M000765|407743||William|Starr|Miller|1793-08-22|M|
M000980|407948||Joseph||Morris|1795-10-16|M|
M001024|407991||William|Abbott|Moseley|1798-10-20|M|
M001046|408013||Mace||Moulton|1796-05-02|M|
N000077|408164||Thomas|Willoughby|Newton|1804-01-18|M|
N000112|408196||Archibald|Campbell|Niven|1803-12-08|M|
O000152|408403||Robert|Dale|Owen|1801-11-07|M|
P000082|408492||Isaac||Parrish||M|
P000154|408558||William|Winter|Payne|1807-01-02|M|
P000216|408619||Isaac|Samuels|Pennybacker|1805-09-03|M|
P000240|408643||Augustus|Leonard|Perrill|1807-01-20|M|
P000245|408648||Thomas|Johns|Perry|1807-02-17|M|
P000283|408683||Joseph|Hopkins|Peyton|1808-05-20|M|
P000531|408915||Sterling||Price|1809-09-20|M|
R000069|409049||George|Oscar|Rathbun||M|
R000160|409137||James|Hugh|Relfe|1791-10-17|M|
R000267|412091||Thomas|C.|Ripley|1807-01-02|M|
R000278|409252||John||Ritter|1779-02-06|M|
R000315|409286||Robert|Whyte|Roberts|1784-11-28|M|
R000509|409468||John||Runk|1791-07-03|M|
S000104|409614||John|Fairfield|Scamman|1786-10-24|M|
S000208|409713||Henry|John|Seaman|1805-04-16|M|
S000255|409756||Luther||Severance|1797-10-26|M|
S000440|409934||Leonard|Henly|Sims|1807-02-06|M|
S000512|409998||Albert||Smith|1805-06-22|M|
S000615|410092||Thomas||Smith|1799-05-01|M|
S000715|410185||Jesse||Speight|1795-09-22|M|
S000767|410234||Henry||St. John|1783-07-16|M|
S000813|410278||David|Austin|Starkweather|1802-01-21|M|
S001018|410475||Stephen||Strong|1791-10-11|M|
S001046|410500||Daniel||Sturgeon|1789-10-27|M|
S001131|410582||George||Sykes|1802-09-20|M|
T000104|410687||William||Taylor|1788-04-05|M|
T000190|410770||William|Poindexter|Thomasson|1797-10-08|M|
T000261|410835||John|Wooleston|Tibbatts|1802-06-12|M|
T000270|410843||Daniel|Rose|Tilden|1804-11-05|M|
T000327|410898||George|Washington Bonaparte|Towns|1801-05-04|M|
T000360|410930||William|Marshall|Tredway|1807-08-24|M|
T000388|410957||Andrew|Alkire|Trumbo|1797-09-15|M|
T000430|410998||Hopkins|Lacy|Turney|1797-10-03|M|
V000017|411113||Joseph||Vance|1786-03-21|M|
W000238|411406||Daniel||Webster|1782-01-18|M|
W000308|411472||James|Diament|Westcott|1802-05-10|M|
W000328|411490||Horace||Wheaton|1803-02-24|M|
W000692|411844||Bradford|Ripley|Wood|1800-09-03|M|
W000719|411871||Thomas|M.|Woodruff|1804-05-03|M|
W000736|411887||William|W.|Woodworth|1807-03-16|M|
W000769|411918||Samuel|Gardiner|Wright|1781-11-18|M|
Y000003|411937||William|Lowndes|Yancey|1814-08-10|M|
Y000017|411951||Archibald||Yell||M|
Y000026|411960||Jacob|Senewell|Yost|1801-07-29|M|
Y000030|411964||Bryan|Rust|Young|1800-01-14|M|
C000396|402535||Joseph||Cilley|1791-01-04|M|
A000004|400666||Amos||Abbott|1786-09-10|M|
A000041|400702||John|Quincy|Adams|1767-07-11|M|
A000311|400955||Chester||Ashley|1790-06-01|M|
A000328|400977||Archibald||Atkinson|1792-09-15|M|
B000096|401098||Roger|Sherman|Baldwin|1793-01-04|M|
B000182|401181||Daniel|Moreau|Barringer|1806-07-30|M|
B000185|401184||Washington||Barrow|1807-10-05|M|
B000302|401295||Henry||Bedinger|1812-02-03|M|
B000321|401313||Hiram||Belcher|1790-02-23|M|
B000413|401400||John|Macpherson|Berrien|1781-08-23|M|
B000480|401461||Ausburn||Birdsall|1814-11-13|M|
B000501|401481||James|Augustus|Black||M|
B000513|401491||Esbon||Blackmar|1805-06-19|M|
B000539|401514||John||Blanchard|1787-09-30|M|
B000655|401618||John|Minor|Botts|1802-09-16|M|
B000734|401694||James|Ware|Bradbury|1802-06-10|M|
B000741|401700||Edward||Bradley||M|
B000754|401714||Jasper|Ewing|Brady|1797-03-04|M|
B000906|401863||Charles||Brown|1797-09-23|M|
B001032|401982||Aylette||Buckner|1806-07-21|M|
C000044|402205||John|Caldwell|Calhoun|1782-03-18|M|
C000108|402260||Richard|Sprigg|Canby|1808-09-30|M|
C000314|402456||John|Grant|Chapman|1798-07-05|M|
C000330|402471||Lucien|Bonaparte|Chase|1817-12-05|M|
C000413|402552||Asa|William Henry|Clapp|1805-03-06|M|
C000432|402570||Franklin||Clark|1801-08-02|M|
C000458|402596||Beverly|Leonidas|Clarke|1809-02-11|M|
C000466|402604||John|Hopkins|Clarke|1789-04-01|M|
C000573|402702||William|Michael|Cocke|1815-07-16|M|
C000644|402772||William||Collins|1818-02-22|M|
C000879|402992||Robert|Bennie|Cranston|1791-01-14|M|
C000951|403063||John|Hervey|Crozier|1812-02-10|M|
C000989|403097||John|D.|Cummins||M|
D000054|403193||Mason|Cook|Darling|1801-05-18|M|
D000117|403250||John||Davis|1787-01-13|M|
D000314|403434||John||Dickey|1794-06-23|M|
D000415|403528||Richard|Spaight|Donnell|1820-09-20|M|
D000476|403585||Solomon|Weathersbee|Downs||M|
D000504|403611||George|Coke|Dromgoole|1797-05-15|M|
D000529|403638||Daniel||Duncan|1806-07-22|M|
D000527|403646||William|Garnett|Duncan|1800-03-02|M|
E000034|403729||George|Nicholas|Eckert|1802-07-04|M|
E000059|403754||Joseph|E.|Edsall||M|
E000082|403774||Thomas|Owen|Edwards|1810-03-29|M|
E000169|403860||Elisha||Embree|1801-09-28|M|
F000014|403976||James|John|Faran|1808-12-29|M|
F000031|403992||John|Wilson|Farrelly|1809-07-07|M|
F000063|404021||Alpheus||Felch|1804-09-28|M|
F000145|404100||David||Fisher|1794-12-03|M|
F000216|404171||Thomas|Stanhope|Flournoy|1811-12-15|M|
F000251|404204||Henry|Stuart|Foote|1804-02-28|M|
F000379|404324||Richard||French|1792-06-20|M|
F000386|404331||George||Fries||M|
F000419|404361||Andrew|Steele|Fulton|1800-09-29|M|
G000006|404383||John|Pollard|Gaines|1795-09-22|M|
G000106|404478||John||Gayle|1792-09-11|M|
G000256|404618||William|Leftwich|Goggin|1807-05-31|M|
G000405|404755||Horace||Greeley|1811-02-03|M|
G000446|404792||Dudley|Sanford|Gregory|1800-02-05|M|
H000028|404913||Artemas||Hale|1783-10-20|M|
H000062|404947||Nathan|Kelsey|Hall|1810-03-28|M|
H000136|405018||David||Hammons|1808-05-12|M|
H000138|405020||James|Giles|Hampton|1814-06-13|M|
H000320|405193||William|T.|Haskell|1818-07-21|M|
H000499|405362||Thomas|Jefferson|Henley|1808-06-18|M|
H000592|405454||Hugh|Lawson White|Hill|1810-03-01|M|
H000723|405575||John|Milton|Holley|1802-11-10|M|
H000736|405587||Elias|Bellows|Holmes|1807-05-22|M|
H000790|405639||John|Westbrook|Hornbeck|1804-01-24|M|
H000889|405735||Samuel|Dickinson|Hubbard|1799-08-10|M|
H000907|405753||Charles||Hudson|1795-11-14|M|
H000978|405822||Washington||Hunt|1811-08-05|M|
I000015|405877||Charles|Jared|Ingersoll|1782-10-03|M|
I000019|405881||Joseph|Reed|Ingersoll|1786-06-14|M|
I000032|405890||Alexander||Irvin|1800-01-18|M|
J000007|405914||David|Sherwood|Jackson||M|
J000054|405959||John||Jameson|1802-03-06|M|
J000146|406044||James|Hutchins|Johnson|1802-06-03|M|
J000239|406132||John|William|Jones|1806-04-14|M|
K000122|406288||William||Kennon|1802-06-12|M|
L000021|406531||Samuel||Lahm|1812-04-22|M|
L000139|406644||Sidney||Lawrence|1801-12-31|M|
L000142|406647||William|Thomas|Lawrence|1788-05-07|M|
L000278|406776||Dixon|Hall|Lewis|1802-08-10|M|
L000307|406801||Thomas|Watkins|Ligon|1810-05-10|M|
L000440|406931||Frederick|William|Lord|1800-12-11|M|
M000096|407120||Willie|Person|Mangum|1792-05-10|M|
M000208|407227||Dudley||Marvin|1786-05-09|M|
M000334|407344||Robert||McClelland|1807-08-01|M|
M000474|407472||Abraham|Robinson|McIlvaine|1804-08-14|M|
M000489|407484||James|Iver|McKay||M|
M000731|407710||Jacob|Welsh|Miller|1800-08-29|M|
M001072|408038||Joseph||Mullin|1811-08-06|M|
M001093|408057||Henry|Cruse|Murphy|1810-07-05|M|
N000103|408187||Henry||Nicoll|1812-10-23|M|
P000033|408444||John|Gorham|Palfrey|1796-05-02|M|
P000206|408609||John|Strother|Pendleton|1802-03-01|M|
P000266|408666||George||Petrie|1793-09-08|M|
P000353|408750||Timothy||Pilsbury|1789-04-12|M|
P000416|408809||James||Pollock|1810-09-11|M|
P000518|408903||William|Ballard|Preston|1805-11-25|M|
R000364|409334||William||Rockhill|1793-02-10|M|
R000367|409337||John|Arnold|Rockwell|1803-08-27|M|
R000414|409380||James|Dixon|Roman|1809-08-11|M|
S000095|409606||William||Sawyer|1803-08-05|M|
S000351|409847||Eliakim||Sherrill|1813-02-16|M|
S000435|409929||Richard|Franklin|Simpson|1798-03-24|M|
S000438|409932||Alexander|Dromgoole|Sims|1803-06-12|M|
S000488|409976||John|I.|Slingerland|1804-03-01|M|
S000519|410003||Caleb|Blood|Smith|1808-04-16|M|
S000605|410083||Robert|Barnwell|Smith||M|
S000760|410227||Presley||Spruance|1785-09-11|M|
S000766|410233||Daniel|Bennett|St. John|1808-10-08|M|
S000814|410279||George|Anson|Starkweather|1794-05-19|M|
S000899|410360||Andrew||Stewart|1791-06-11|M|
S001008|410465||John||Strohm|1793-10-16|M|
T000030|410619||Frederick|Augustus|Tallmadge|1792-08-29|M|
T000152|410734||Bannon|Goforth|Thibodeaux|1812-12-22|M|
T000214|410793||Richard|Wigginton|Thompson|1809-06-09|M|
T000215|410794||Robert|Augustine|Thompson|1805-02-14|M|
T000308|410881||Patrick|Watson|Tompkins||M|
T000429|410997||Thomas|Johnston|Turner|1815-04-05|M|
T000441|411009||John|Hubbard|Tweedy|1814-11-09|M|
U000011|411035||Joseph|Rogers|Underwood|1791-10-24|M|
W000162|411335||Cornelius||Warren|1790-03-15|M|
W000436|411595||William|Watson|Wick|1796-02-23|M|
W000467|411624||James|Sullivan|Wiley|1808-01-22|M|
W000504|411661||Hezekiah||Williams|1798-07-28|M|
B000642|401607||Solon||Borland|1808-09-21|M|
D000394|403509||Augustus|Caesar|Dodge|1812-01-02|M|
F000167|404122||Thomas||Fitzgerald|1796-04-10|M|
J000139|406038||Herschel|Vespasian|Johnson|1812-09-18|M|
K000217|406377||William|Rufus de Vane|King|1786-04-07|M|
M000676|407661||Thomas||Metcalfe|1780-03-20|M|
M000889|407861||Wyman|Bradbury Seavy|Moor|1811-11-11|M|
W000055|411234||Isaac|Pigeon|Walker|1815-11-02|M|
A000075|400734||Nathaniel||Albertson|1800-06-10|M|
A000093|400751||Henry|Porteous|Alexander|1801-09-13|M|
A000166|400821||William|Jeffreys|Alston|1800-12-31|M|
A000199|400854||Josiah|McNair|Anderson|1807-11-29|M|
A000245|400876||George|Rex|Andrews|1808-09-21|M|
A000318|400964||George||Ashmun|1804-12-25|M|
A000322|400970||David|Rice|Atchison|1807-08-11|M|
B000022|401027||George|Edmund|Badger|1795-04-17|M|
B000247|401241||William|Van Ness|Bay|1818-11-23|M|
B000339|401332||John||Bell|1796-06-19|M|
B000599|401567||David|Alexander|Bokee|1805-10-06|M|
B000631|401596||Walter||Booth|1791-12-08|M|
B000680|401642||Franklin|Welsh|Bowdon|1817-02-17|M|
B000701|401663||James|Butler|Bowlin|1804-01-16|M|
B000782|401740||Daniel||Breck|1788-02-12|M|
B000841|401798||John||Brisbin|1818-07-13|M|
B000950|401903||William|John|Brown|1805-08-15|M|
B001037|401987||Alexander|Woodruff|Buel|1813-12-13|M|
B001049|401998||Henry|Adams|Bullard|1788-09-09|M|
B001175|402117||Chester|Pierce|Butler|1798-03-21|M|
B001191|402133||Thomas|Belden|Butler|1806-08-22|M|
C000031|402192||George|Alfred|Caldwell|1814-10-18|M|
C000060|402218||Samuel||Calvin|1811-07-30|M|
C000224|402370||Joseph||Casey|1814-12-17|M|
C000459|402597||Charles|Ezra|Clarke|1790-04-08|M|
C000482|402620||Henry||Clay|1777-04-12|M|
C000501|402638||Jeremiah||Clemens|1814-12-28|M|
C000611|402740||Orsamus||Cole|1819-08-23|M|
C000676|402802||Harmon|Sweatland|Conger|1816-04-09|M|
C000703|402828||Charles|Magill|Conrad|1804-12-24|M|
C000753|402874||James||Cooper|1810-05-08|M|
C000941|403054||John||Crowell|1801-09-15|M|
D000045|403185||Joel|Buchanan|Danner||M|
D000156|403289||William|Crosby|Dawson|1798-01-04|M|
D000181|403342||Edmund||Deberry|1787-08-14|M|
D000313|403433||Jesse|Column|Dickey|1808-02-27|M|
D000325|403445||Rodolphus||Dickinson|1797-12-28|M|
D000515|403625||William||Duer|1805-05-25|M|
E000105|403796||Samuel|Atkins|Eliot|1798-03-05|M|
E000255|403937||Nathan||Evans|1804-06-24|M|
E000275|403954||Andrew||Ewing|1813-06-17|M|
F000055|404015||Winfield|Scott|Featherston|1820-08-08|M|
F000360|404307||John||Freedley|1793-05-22|M|
G000138|404508||Elbridge||Gerry|1813-12-06|M|
G000172|412151||Edward||Gilbert||M|
G000285|404646||Rufus|King|Goodenow|1790-04-24|M|
G000339|404695||Daniel||Gott|1794-07-10|M|
G000341|404697||Herman|Day|Gould|1799-01-16|M|
G000477|404822||Joseph||Grinnell|1788-11-17|M|
H000005|412047||Thomas|C.|Hackett||M|
H000083|412153||Ransom||Halloway||M|
H000139|405021||Moses||Hampton|1803-10-28|M|
H000178|405059||Hugh|Anderson|Haralson|1805-11-13|M|
H000214|405092||John|Henry|Harmanson|1803-01-15|M|
H000381|405249||Andrew|Kessler|Hay|1809-01-19|M|
H000395|405263||Thomas|Sherwood|Haymond|1794-01-15|M|
H000520|405383||William||Henry|1788-03-22|M|
H000622|405480||Henry|Washington|Hilliard|1808-08-04|M|
H000651|405506||Moses||Hoagland|1812-06-19|M|
H000738|405589||Isaac|Edward|Holmes|1796-04-06|M|
H000825|405672||John|Wallace|Houston|1814-05-04|M|
H000880|405726||David||Hubbard||M|
I000013|405875||Samuel|Williams|Inge|1817-02-22|M|
J000031|405937||William|Terry|Jackson|1794-12-29|M|
J000147|406045||James|Leeper|Johnson|1818-10-30|M|
K000021|406192||David|Spangler|Kaufman|1813-12-18|M|
K000137|406303||John|Bozman|Kerr|1809-03-05|M|
K000198|406359||Daniel|Putnam|King|1801-01-08|M|
K000203|406364||James|Gore|King|1791-05-08|M|
K000205|406366||John|Alsop|King|1788-01-03|M|
K000215|406375||Thomas|Butler|King|1800-08-27|M|
L000008|406518||Emile||La Sére||M|
L000215|406719||Shepherd||Leffler|1811-04-24|M|
L000262|406764||Lewis|Charles|Levin|1808-11-10|M|
L000356|406848||Nathaniel|Swett|Littlefield|1804-09-20|M|
